869732.jpg	0.00032436594483442605
36889.jpg	7.826286309864372e-05
42119.jpg	2.422954457870219e-05
773183.jpg	0.0002746890822891146
71184.jpg	0.0005929868202656507
72036.jpg	4.3381074647186324e-05
1034408.jpg	0.00014476718206424266
1372843.jpg	0.0002039902756223455
70437.jpg	0.000619095575530082
94265.jpg	0.00041372451232746243
626424.jpg	0.0002853932383004576
45855.jpg	5.8660563809098676e-05
14724.jpg	7.163068949012086e-05
682357.jpg	0.0007108038989827037
1314515.jpg	4.0255759813589975e-05
71773.jpg	0.0014394632307812572
770152.jpg	3.768934038816951e-05
1359666.jpg	1.5568059097859077e-05
686752.jpg	5.605147089227103e-05
477410.jpg	0.00018596381414681673
544094.jpg	0.0001018885086523369
15272.jpg	4.473097578738816e-05
417068.jpg	3.2825410016812384e-05
93184.jpg	1.384785628033569e-05
739268.jpg	5.0959031796082854e-05
64914.jpg	8.232907566707581e-05
15129.jpg	0.0010594414779916406
13305.jpg	1.8772774637909606e-05
110622.jpg	5.175436308491044e-05
116990.jpg	3.327529339003377e-05
45560.jpg	0.0022941124625504017
506639.jpg	0.0003625992394518107
812119.jpg	1.4580055903934408e-05
94111.jpg	8.820635412121192e-05
464397.jpg	1.3254446457722224e-05
94754.jpg	0.00010075191676151007
74629.jpg	6.816923996666446e-05
73798.jpg	0.25576135516166687
1345686.jpg	4.318302671890706e-05
127314.jpg	5.671347753377631e-05
31915.jpg	3.971793375967536e-06
479513.jpg	0.0012593024875968695
585261.jpg	0.00024660356575623155
35861.jpg	0.00024568274966441095
72695.jpg	3.9897415263112634e-05
621724.jpg	0.00017537458916194737
126384.jpg	3.099097739323042e-05
71902.jpg	0.00016345018229912966
73355.jpg	8.014861668925732e-05
115220.jpg	0.00014464407286141068
93539.jpg	0.00025315661332570016
14805.jpg	1.8338983863941394e-05
134865.jpg	8.933527169574518e-06
63446.jpg	0.00010143695544684306
627181.jpg	2.3980276182555826e-06
65475.jpg	0.00011973766231676564
1042378.jpg	1.4061299225431867e-05
470732.jpg	4.888410330750048e-06
